job_titles1,year,Location,Level,StandardJobTitle,YearsOfExperience
UI Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Senior Graphics Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Google Adwords Specialist,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Embedded software developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior Linux Admin,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior / Lead Java Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior / Lead Java Web Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Java Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
Full Stack Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Graphic Designer,2016,Cairo,Entry Level,Software Engneering ,0
Events Manager,2016,Cairo,Manager,Software Engneering ,4
Electrical Maintenance Engineer,2016,10th of Ramadan,Experienced (Non-Manager),Software Engneering ,2
Odoo ERP Business Analyst,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Graphic Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Android Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
International Account Advisor - German Account,2016,Giza / Cairo,Entry Level,Software Engneering ,0
ERP Consultant,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Senior Java Developer,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
Senior .Net Web Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior .Net Software Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Field Engineer - Software,2016,Cairo,Entry Level,Software Engneering ,1
Software Implementation Engineer ,2016,Cairo,Entry Level,Software Engneering ,0
Service Engineer - Qena,2016,Qena,Entry Level,Software Engneering ,0
Service Engineer ,2016,Cairo,Entry Level,Software Engneering ,0
Service Engineer - Aswan,2016,ASWAN,Entry Level,Software Engneering ,0
Software Engineer,2016,"Heliopolis, Cairo",Experienced (Non-Manager),Software Engneering ,3
Network & Security Specialist,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior Technical Office Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Software Solutions Developer,2016,"Heliopolis, Cairo",Experienced (Non-Manager),Software Engneering ,5
Senior PHP Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Software Testing Engineer,2016,"Heliopolis, Cairo",Entry Level,Software Engneering ,0
Engineers - Saudi Arabia,2016,Cairo,Manager,Software Engneering ,10
Call Center Operator,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
Senior .Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Business Development Specialist- Alexandria,2016,Alexandria,Entry Level,Software Engneering ,0
C++ Software Engineer - Medical Imaging,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
C++ Software Engineer - Medical Imaging,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
iOS Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
System Administrator,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Senior .Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Quality Surveyor - Shipping ,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,4
Software Quality Control Engineer (Tester),2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
iOS Developer,2016,Cairo,Entry Level,Software Engneering ,0
Call Center Specialist - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,5
Web Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Sr.Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,6
Senior Software Engineer (Database Development),2016,Cairo,Experienced (Non-Manager),Software Engneering ,8
.Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Shop Manager - Hairdresser Salon,2016,Cairo,Manager,Software Engneering ,3
Senior Real Estate Coordinator ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Graphic Designer (Part Time),2016,Giza,Experienced (Non-Manager),Software Engneering ,6
Senior Quality Engineer - Printing,2016,Cairo,Experienced (Non-Manager),Software Engneering ,7
Technical Office Architect,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Backend Developer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,0
Joomla and UI Web Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
SQL Database Developer,2016,Cairo,Entry Level,Software Engneering ,0
Graphic Designer ,2016,"cairo, giza",Experienced (Non-Manager),Software Engneering ,3
Junior Android Developer- Alexandria ,2016,Alexandria,Entry Level,Software Engneering ,0
"CSR - International Bank ""Internship"" ",2016,Cairo,Entry Level,Software Engneering ,0
"Customer Service Rep. International Bank ""Internship"" ",2016,Cairo,Entry Level,Software Engneering ,0
IT Specialist - Alexandria,2016,Alexandria,Experienced (Non-Manager),IT Category,3
PHP Wordpress UI Developer\Designer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Senior PHP Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
L1 Customer Support Engineer - $20k,2016,anywhere,Experienced (Non-Manager),Software Engneering ,3
Mechanical Engineer ,2016,Giza,Entry Level,Software Engneering ,0
mechanical engineer,2016,Giza,Entry Level,Software Engneering ,0
Real Estate Coordinator ,2016,Giza,Entry Level,Software Engneering ,3
Web Designer - WordPress,2016,Giza,Experienced (Non-Manager),Software Engneering ,5
SQL Database Administrator,2016,Cairo,Experienced (Non-Manager),Software Engneering ,6
Co-Packing Engineer ,2016,Cairo,Entry Level,Software Engneering ,1
QC Engineer - Civil Engineering,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Procurement/Material Engineer (Civil Engineering),2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior Site Engineer - Beni Suef,2016,Beni Suef,Experienced (Non-Manager),Software Engneering ,3
Senior Front-End Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Junior Front-End Developer,2016,Cairo,Entry Level,Software Engneering ,0
Civil Engineer,2016,Giza,Experienced (Non-Manager),Software Engneering ,2
Senior Software Quality Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior .NET Web Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,6
Software Engineer,2016,Cairo,Entry Level,Software Engneering ,0
Training Courses Marketer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Conditioning Systems Design Engineer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
iOS Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Support Development Specialist,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
FullStack Developer,2016,Cairo,Entry Level,Software Engneering ,0
Financial Application Installer ,2016,Giza,Experienced (Non-Manager),Software Engneering ,0
.Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
UI Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
IT Specialist - Cisco,2016,Cairo,Experienced (Non-Manager),IT Category,3
Senior PHP Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Senior .Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
ERP Functional Consultant,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
Graphic Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Odoo / OpenERP Developer,2016,Giza,Experienced (Non-Manager),Software Engneering ,1
Business Application Specialist,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
Solution Developer,2016,Cairo,Entry Level,Software Engneering ,0
Product Support Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,0
Senior Web Developer - Dakahlia & Gharbia,2016,Dakahlia & Gharbia,Experienced (Non-Manager),Software Engneering ,3
ERP Project Manager,2016,Cairo,Manager,Software Engneering ,5
Scrum Master Developer,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
German International Account Advisor,2016,Giza,Entry Level,Software Engneering ,0
Field Service Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,8
Senior Manufacturing Consultant,2016,Cairo,Experienced (Non-Manager),Software Engneering ,8
Medical Interviewer freelancer,2016,Cairo,Entry Level,Software Engneering ,0
Project Management Officer - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,5
Planning Section Head - Alexandria,2016,Alexandria,Manager,Software Engneering ,25
Mechanical Production Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Senior Java Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Technical Support Specialist - Hardware,2016,Giza,Entry Level,Software Engneering ,0
On-Site Membership Coordinator,2016,Giza,Entry Level,Software Engneering ,0
ASP.Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Senior Software Tester,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Oracle Technical Consultant,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior .NET Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,8
PHP Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Operations Manager - Food & Beverage,2016,Cairo,Manager,Software Engneering ,7
UX Designer,2016,Giza,Entry Level,Software Engneering ,1
MS SQL DBA,2016,Cairo,Experienced (Non-Manager),Software Engneering ,10
Translator,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
Receptionist & Telephone Operator,2016,Cairo,Entry Level,Software Engneering ,0
Senior UX Designer,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
Graphic Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Graphic Designer,2016,Giza,Entry Level,Software Engneering ,1
Web Developer,2016,Cairo,Entry Level,Software Engneering ,5
Interior Designer - Mansoura,2016,Mansoura,Experienced (Non-Manager),Software Engneering ,2
PHP Developer - Wordpress/Woocommerce,2016,Giza,Experienced (Non-Manager),Software Engneering ,5
Civil / Architecture Engineer - Alexandria ,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,15
Security guard فرد أمن ,2016,Cairo,Entry Level,Software Engneering ,2
HVAC Maintenance Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Junior Web Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Senior Java Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Oracle Apps DBA Administrator,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
Senior iOS Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Maintenance Engineer -Medical Devices ,2016,Cairo,Entry Level,Software Engneering ,2
Senior .Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,6
Secretary,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
Oracle Apps Developer,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
Light Current Systems Installation Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
.Net Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Technical Office Electrical Engineer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Software Tester,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Graphic & Social Media Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Program Administrator - Alexandria ,2016,Alexandria,Entry Level,Software Engneering ,0
Android Developer,2016,Cairo,Entry Level,Software Engneering ,0
Senior Account Manager - IP Account,2016,Cairo,Experienced (Non-Manager),Software Engneering ,7
Technical Office Mechanical Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Quality Production Specialist -Supply Chain ,2016,Cairo,Entry Level,Software Engneering ,0
Ruby Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Technical Office Electrical Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior .Net Developer,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
Mobile Application Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,1
UI/UX Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Finishing Site Engineer - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,5
User Experience (UX) Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior Front-End Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,9
Quality and Compliance Manager,2016,Cairo,Manager,Software Engneering ,3
Senior ERP Implementer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Junior Python Developer - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,2
Business Development Manager,2016,Giza,Experienced (Non-Manager),Software Engneering ,4
Customer Care,2016,6th of October,Entry Level,Software Engneering ,0
Cisco / Voice Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Cisco / Network Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Quality Engineer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Repair Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
Quality Engineer - Lean & Six Sigma ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
Senior iOS Developer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Graphics Designer - 2D Artist,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Videographer / Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Technical Office Engineer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,8
Operation Manager - Architecture,2016,Cairo,Manager,Software Engneering ,5
Quality Control Specialist ( Silos ) - Al Ain Al Sokhna,2016,Any,Experienced (Non-Manager),Software Engneering ,5
Senior Enterprise Java Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,5
Senior Python Developer - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,5
Professeur de Biologie,2016,Cairo,Experienced (Non-Manager),Software Engneering ,3
Medical Manager - Alexandria,2016,Alexandria,Experienced (Non-Manager),Software Engneering ,10
Business Analyst ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
SharePoint Development Technical Lead,2016,Cairo,Manager,Software Engneering ,7
UI/UX Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
iOS Developer ,2016,Cairo,Experienced (Non-Manager),Software Engneering ,2
call center and data entryكول سنتر و داتا انتري,2016,Cairo - Giza,Entry Level,Software Engneering ,1
Android Developer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
ECM Technical Specialist,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
International Account Advisor ,2016,Cairo,Entry Level,Software Engneering ,0
3D Max Designer,2016,Giza,Experienced (Non-Manager),Software Engneering ,3
Graphic Designer,2016,Cairo,Experienced (Non-Manager),Software Engneering ,4
